Title,Reference,Publication Date,Risk Level,Impact Level,Affected Systems,Vulnerability Summary,Solution,URL
Vulnérabilités dans les produits Microsoft Azure (Patch Tuesday Juillet 2024),48191007/24,10 juillet 2024,Important,Important,"Azure CycleCloud 8.5.0, Azure CycleCloud 8.4.2, Azure CycleCloud 8.4.0, Azure CycleCloud 8.4.1, Azure DevOps Server 2022.1, Azure Network Watcher VM Extension pour Windows, Azure CycleCloud 8.3.0, Azure CycleCloud 8.2.2, Azure CycleCloud 8.1.0, Azure CycleCloud 8.2.1, Azure CycleCloud 8.1.1, Azure CycleCloud 8.0.2, Azure CycleCloud 7.9.7, Azure CycleCloud 7.9.5, Azure CycleCloud 7.9.4, Azure CycleCloud 7.9.6, Azure CycleCloud 7.9.2, Azure CycleCloud 8.0.1, Azure CycleCloud 7.9.11, Azure CycleCloud 7.9.8, Azure CycleCloud 7.9.9, Azure CycleCloud 7.9.1, Azure CycleCloud 7.9.3, Azure CycleCloud 7.9.0, Azure CycleCloud 8.6.0, Azure CycleCloud 8.0.0, Azure CycleCloud 8.2.0, Azure CycleCloud 7.9.10, Azure Kinect SDK","Plusieurs vulnérabilités ont été corrigées dans les produits Azure susmentionnés. L’exploitation de ces failles permet à un attaquant de réussir une élévation de privilèges, d’exécuter du code arbitraire à distance ou de réussir une usurpation d’identité.",Veuillez se référer au bulletin de sécurité Microsoft du 09 Juillet 2024.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-microsoft-azure-patch-tuesday-juillet-2024
Vulnérabilités affectant Zimbra Collaboration,40630303/23,04 mars 2023,Modéré,Modéré,"Zimbra versions 9.x antérieures à 9.0.0 Patch 31, Zimbra versions 8.x antérieures à 8.8.15 Patch 38",Zimbra annonce la disponibilité d’une mise à jour de sécurité permettant la correction de deux vulnérabilités affectant sa plateforme de messagerie Zimbra. L’exploitation de ces vulnérabilités peut permettre à un attaquant distant d’exécuter du code arbitraire ou d’accéder à des informations confidentielles,Veuillez se référer au bulletin de sécurité de Zimbra pour installer les mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-affectant-zimbra-collaboration
Vulnérabilités critiques dans D-Link routeur,49120409/24,04 septembre 2024,Critique,Critique,DIR-846W Toutes les séries,"D-Link notifie que quatre failles d'exécution de code à distance (RCE), dont trois sont considérées comme critiques et ne nécessitent pas d'authentification, affectant toutes les versions matérielles et micrologicielles de son routeur DIR-846W ne seront pas corrigées car les produits ne sont plus pris en charge. D-Link recommande vivement le retrait de ce produit et prévient que toute utilisation ultérieure de ce produit peut constituer un risque pour les appareils qui y sont connectés et doit être remplacée par des produits supportés par l'éditeur.",Veuillez se référer au bulletin de sécurité D-Link pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-d-link-routeur-0
XWorm RAT,49793009/24,30 septembre 2024,Critique,Critique,No Affected Systems,No Summary,No Solution,https://www.dgssi.gov.ma/fr/bulletins/xworm-rat
Vulnérabilité critique affectant Trend Micro Cloud Edge,50321810/24,18 octobre 2024,Important,Critique,"contact-dsr@dgssi.gov.ma, Tél : +212 5 37 54 03 95, Fax : +212 5 37 71 39 73",Trend Micro annonce la correction d’une vulnérabilité critique affectant les versions                   susmentionnées  son produit Cloud Edge.  L'exploitation de cette vulnérabilité peut  permettre  à un attaquant distant d’exécuter de code arbitraire.,Veuillez se référer au bulletin de sécurité de Trend Micro pour mettre à jours vos équipements.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-trend-micro-cloud-edge
Vulnérabilité critique affectant des produits Mozilla,44040210/23,02 octobre 2023,Critique,Critique,"Mozilla Firefox versions antérieures à 118.0.1, Mozilla Firefox ESR versions antérieures à 115.3.1, Mozilla Firefox Focus pour Android versions antérieures à 118.1, Mozilla Firefox pour Android versions antérieures à 118.1, Mozilla Thunderbird versions antérieures à 115.3.1",Mozilla Foundation annonce la disponibilité d’une mise à jour de sécurité permettant la     correction d’une vulnérabilité critique affectant  plusieurs produits de  Mozilla. Cette vulnérabilité est     activement exploitée et elle  peut   permettre à un attaquant distant d’exécuter du code       arbitraire.,Veuillez se référer au bulletin de sécurité Mozilla afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-des-produits-mozilla
Vulnérabilités corrigées dans GitLab,40371602/23,16 février 2023,Modéré,Important,"GitLab Community Edition (CE) et Enterprise Edition (EE) versions antérieures à 15.6.8, GitLab Community Edition (CE) and Enterprise Edition (EE) versions 15.7.x antérieures à",GitLab annonce la disponibilité de mises à jour permettant de corriger deux vulnérabilités affectantses produits susmentionnés. L’exploitation de ces vulnérabilités peut permettre à un attaquantdistant d’exécuter du code arbitraire ou d’exfiltrer des données confidentielles.,Veuillez-vous référer au bulletin de sécurité de GitLab afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-corrigees-dans-gitlab
Vulnérabilité critique affectant le plugin «WooCommerce» pour WordPress,40972403/23,24 mars 2023,Modéré,Important,Plugin «WooCommerce» versions antérieures à la version 5.6.2,WordPress annonce la correction d’une vulnérabilité critique affectant le plugin « WooCommerce». Cette vulnérabilité peut permettre à un attaquant de prendre le contrôle total sur le site web vulnérable.,Veuillez mettre à jour votre plugin à la dernière version non vulnérable,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-le-plugin-woocommerce-pour-wordpress
Vulnérabilités dans Apache Tomcat,40760903/23,09 mars 2023,Modéré,Modéré,"Contournement de la politique de sécurité, Atteinte à la confidentialité des données",Deux vulnérabilités ont été corrigées dans les versions susmentionnées d’Apache Tomcat. L’exploitation de ces failles peut permettre à un attaquant de contourner la politique de sécurité et de porter atteinte à la confidentialité des donnée,Veuillez se référer au bulletin de sécurité Apache du 07 Mars 2023 afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-apache-tomcat
Vulnérabilité critique affectant le plugin «Jetpack» pour WordPress,50201510/24,15 octobre 2024,Critique,Critique,"contact-dsr@dgssi.gov.ma, Tél : +212 5 37 54 03 95, Fax : +212 5 37 71 39 73",Une vulnérabilité critique affectant le plugin « Jetpack» a été corrigée. L’exploitation de cette vulnérabilité peut permettre à un attaquant distant authentifié d’accéder à des informations confidentielles,Veuillez mettre à jour votre plugin à une version non vulnérable.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-le-plugin-jetpack-pour-wordpress
Vulnérabilité critique dans Apache ZooKeeper,50651111/24,11 novembre 2024,Critique,Critique,Apache ZooKeeper version antérieure à 3.9.3,"Une vulnérabilité critique (CVE-2024-51504) existe dans le composant Admin Server d'Apache ZooKeeper. Cette faille permet à un attaquant de contourner l'authentification par usurpation d'adresse IP, ce qui représente un risque important pour l'intégrité et la sécurité des déploiements de ZooKeeper.",Veuillez se référer au bulletin de sécurité d'Apache ZooKeeper du 06 novembre 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-dans-apache-zookeeper
42103105/23 - VULNÉRABILITÉS DANS ZIMBRA COLLABORATION,42103105/23,31 mai 2023,Important,Important,"Zimbra Collaboration (Daffodil) versions 10.0.x antérieures à 10.0.1, Zimbra Collaboration (Kepler) 9.0.0 sans le correctif de sécurité Patch 33 GA, Zimbra Collaboration (Joule) 8.8.15 sans le correctif de sécurité Patch 40 GA",Plusieurs vulnérabilités ont été corrigées dans Zimbra Collaboration. L’exploitation de ces failles pourrait permettre à un attaquant de contourner la politique de sécurité et d’injecter du code indirect à distance.,Veuillez se référer aux bulletins de sécurité Zimbra du 30 mai 2023.,https://www.dgssi.gov.ma/fr/bulletins/4210310523-vulnerabilites-dans-zimbra-collaboration
Vulnérabilité critique affectant MOVEit Transfer,47982606/24,26 juin 2024,Critique,Critique,"MOVEit Transfer, versions antérieures à  2023.0.11, MOVEit Transfer, versions antérieures à  2023.1.6, MOVEit Transfer, versions antérieures à  2024.0.2",Progress Software annonce la correction d’une vulnérabilité critique   affectant son produit MOVEit Transfer. Cette vulnérabilité est activement exploitée et elle  peut  permettre  à un attaquant distant d’accéder à des données confidentielles.,Veuillez se référer au bulletin de sécurité de Progress Software pour installer les mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-moveit-transfer
Vulnérabilités critiques dans JetBrains TeamCity,46310503/24,05 mars 2024,Critique,Critique,TeamCity On-Premises versions antérieures à 2023.11.4,Deux vulnérabilités critiques ont été corrigées dans JetBrains TeamCity. Ces vulnérabilités peuvent permettre à un attaquant non authentifié disposant d'un accès HTTP(S) à un serveur TeamCity de contourner les contrôles d'authentification et de prendre le contrôle administratif de ce serveur TeamCity.,Veuillez se référer au bulletin de sécurité Jetbrains du 04 Mars 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-jetbrains-teamcity
Vulnérabilité dans Lenovo ThinkPad,41891205/23,12 mai 2023,Important,Important,Lenovo ThinkPad Dock Firmware Update Tool version antérieure à v1.0.35_v2,Une vulnérabilité a été corrigée dans Lenovo ThinkPad. L’exploitation de cette faille permet à un attaquant de réussir une élévation de privilèges et de prendre le contrôle sur le système affecté.,Veuillez se référer au bulletin de sécurité Lenovo du 10 Mai 2023 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-lenovo-thinkpad
SMTP Smuggling attaque,45420501/24,05 janvier 2024,Critique,Critique,No Affected Systems,No Summary,No Solution,https://www.dgssi.gov.ma/fr/bulletins/smtp-smuggling-attaque
Campagne Ransomeware ciblant les serveurs MSSQL,43590509/23,05 septembre 2023,,,No Affected Systems,No Summary,No Solution,https://www.dgssi.gov.ma/fr/bulletins/campagne-ransomeware-ciblant-les-serveurs-mssql
Vulnérabilités dans les produits IBM,49622309/24,23 septembre 2024,Important,Important,"VIOS version 4.1 avec Python versions 3.9.x antérieures à 3.9.19.3, Spectrum Control versions 5.4.x antérieures à 5.4.12.1, QRadar SIEM versions 7.5.x antérieures à 7.5.0 UP9 IF03, DB2 Query Management Facility pour z/OS versions 12.2 et 13.1 sans la dernière version du JRE, AIX version 7.3 avec Python versions 3.9.x antérieures à 3.9.19.3","Plusieurs vulnérabilités ont été corrigées dans les produits IBM susmentionnés. Un attaquant pourrait exploiter ces failles afin d’exécuter du code arbitraire à distance, de porter atteinte à la confidentialité des données ou de causer un déni de service.",Veuillez se référer au bulletin de sécurité IBM pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-ibm-13
Vulnérabilité affectant le navigateur Microsoft Edge (Patch Tuesday Mars 2025),53191203/25,12 mars 2025,Important,Important,Microsoft Edge (basé sur Chromium),Microsoft vient de publier une mise à jour de sécurité qui permet de corriger une  vulnérabilité affectant le navigateur Microsoft Edge. L’exploitation de cette vulnérabilité peut permettre à un attaquant distant l’usurpation d’identité.,Veuillez se référer au bulletin de Microsoft afin d’installer les nouvelles mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-affectant-le-navigateur-microsoft-edge-patch-tuesday-mars-2025
Vulnérabilité dans les produits Microsoft Azure,48872208/24,22 août 2024,Important,Important,Azure Managed Instance pour Apache Cassandra,Une vulnérabilité a été corrigée dans les produits Azure susmentionnés. L’exploitation de cette faille permet à un attaquant de réussir une élévation de privilèges.,Veuillez se référer au bulletin de sécurité Microsoft du 20 Août  2024.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-les-produits-microsoft-azure
Vulnérabilité critique affectant Atlassian Confluence,441105010/23,05 octobre 2023,Important,Critique,"Atlassian Confluence Data Center & Server versions antérieures à 8.3.3,  8.4.3 et 8.5.2",Atlassian  annonce la correction d’une vulnérabilité critique affectant ses produits  susmentionnés. L’exploitation de cette vulnérabilité peut permettre à un attaquant distant un accès non autorisé à la plateforme vulnérable.,Veuillez se référer aux bulletins de sécurité d’Atlassian  pour installer les mises à jour.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-atlassian-confluence
Vulnérabilités critiques dans Aruba ClearPass Policy Manager,46290103/24,01 mars 2024,Critique,Critique,"ClearPass Policy Manager versions 6.10.x antérieures à 6.10.8 Hotfix Patch 8, ClearPass Policy Manager versions 6.11.x antérieures à 6.11.7, ClearPass Policy Manager versions 6.12.x antérieures à 6.12.1, ClearPass Policy Manager versions 6.9.x antérieures à 6.9.13 Hotfix Patch 7",Plusieurs vulnérabilités ont été corrigées dans Aruba ClearPass Policy Manager. L’exploitation de ces vulnérabilités peut permettre à un attaquant de porter atteinte à la confidentialité des données et d’exécuter du code arbitraire à distance.,Veuillez se référer au bulletin de sécurité Aruba du 27 février 2024 pour plus d’information.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-aruba-clearpass-policy-manager
Vulnérabilité critique dans Adobe ColdFusion,51632412/24,24 décembre 2024,Critique,Critique,"Acrobat ColdFusion 2023 versions antérieures Update 12, Acrobat ColdFusion 2023 versions antérieures Update 18","Adobe annonce la correction d’une vulnérabilité critique affectant les versions susmentionnées d’adobe ColdFusion. L’exploitation de cette faille peut permettre à un attaquant de lire des fichiers arbitraires sur des serveurs vulnérables. Adobe confirme que cette vulnérabilité est activement exploitée avec un code d'exploitation de type ""preuve de concept"" (PoC) publiquement disponible.",Veuillez se référer au bulletin de sécurité Adobe du 23 Décembre 2024.,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-dans-adobe-coldfusion
